新江花园 ,32548.0,69.12867150055303,0,0
滨江曙光之城 ,46808.0,89.72825158092634,0,0
德信金泊林公寓 ,35553.0,81.56836272607093,0,0
金雅苑社区 ,30566.0,86.69763789831839,0,0
蓝桥名苑 ,30183.0,87.7977669549084,0,0
观音塘小区 ,48371.0,58.91960058712865,0,0
濮家新村 ,44871.0,45.909384680528625,0,0
蓝桥名苑 ,31342.0,78.16986790887627,0,0
圆梦园 ,30036.0,166.46690637901185,0,0
广宇上东名筑 ,31691.0,83.6199551923259,0,0
景苑公寓 ,41271.0,67.35964720990526,0,0
丁桥颐景园 ,31200.0,86.53846153846153,0,0
采荷小区洁莲邨 ,53123.0,53.64907855354554,0,0
新风丽都南苑 ,43565.0,60.369562722368876,0,0
新和嘉苑 ,37617.0,98.3597841401494,0,0
万家花园万和苑 ,38989.0,184.66747031213933,0,0
北城枫景园 ,27465.0,62.989259056981616,0,0
红苹果家园 ,32128.0,118.27689243027888,0,0
浙报宿舍 ,44794.0,76.34951109523597,0,0
三里亭一区 ,39459.0,60.56919840847462,0,0
联合格里 ,32585.0,88.99800521712444,0,0
丁桥景园南苑 ,26466.0,88.03748205244464,0,0
天城府 ,40555.0,85.80939464924177,0,0
冠宇隽园 ,32059.0,88.89859321875292,0,0
金雅苑社区 ,33311.0,88.25913361952509,0,0
左邻右舍 ,36427.0,89.21953496033163,0,0
景芳一区 ,45362.0,58.4189409638023,0,0
秋涛雅苑 ,38682.0,138.30722299777673,0,0
宋都阳光国际 ,35904.0,84.948752228164,0,0
北城铭苑 ,30323.0,62.65870791148633,0,0
后珠家苑 ,27140.0,95.79955784819455,0,0
丁桥颐景园 ,35879.0,86.95894534407313,0,0
三里亭苑三区 ,44918.0,68.56939311634534,0,0
后珠美都雅苑 ,25942.0,90.5866933929535,0,0
新江花园 ,35409.0,53.65867434832952,0,0
天阳观筑 ,32315.0,80.45799164474703,0,0
濮家东村 ,39142.0,74.08921363241531,0,0
万科魅力之城 ,33470.0,88.13863161039737,0,0
万科魅力之城 ,40597.0,135.4779909845555,0,0
华家池 ,44138.0,72.499886718927,0,0
景芳四区 ,48830.0,90.10853983207045,0,0
南肖埠社区 ,46642.0,53.59975987307577,0,0
保利罗兰香谷 ,30521.0,87.80839422037286,0,0
广宇上东臻品 ,41842.0,57.35863486449023,0,0
蓝桥名苑 ,32393.0,76.55975056339332,0,0
三里亭苑三区 ,39476.0,59.52984091599959,0,0
丁桥颐景园 ,33239.0,77.01796082914649,0,0
丁桥颐景园 ,31302.0,84.65912721231871,0,0
沁园雅舍 ,20499.0,55.319771696180304,0,0
浙江大学华家池校区 ,46312.0,53.54983589566419,0,0
红苹果家园 ,33318.0,108.04970286331712,0,0
景芳三区 ,45111.0,59.409013322692914,0,0
凯旋路104号 ,50893.0,75.64891045919872,0,0
采荷街道青荷苑 ,52558.0,63.73910727196621,0,0
宋都凯旋苑 ,55943.0,131.91998998981106,0,0
金雅苑社区 ,29961.0,88.44831614432096,0,0
濮家新村 ,46507.0,42.359214741866815,0,0
盛世钱塘 ,79268.0,56.76944037947217,0,0
南肖埠北景西苑 ,44004.0,79.53822379783657,0,0
金色黎明二期 ,45557.0,89.55813596154269,0,0
郡原相江公寓 ,32832.0,88.32846003898635,0,0
蓝桥名苑 ,32891.0,83.60949803897722,0,0
景芳新五区 ,39583.0,55.57941540560341,0,0
中兴九洲芳园 ,36943.0,86.61992799718485,0,0
金雅苑社区 ,35236.0,87.97820410943353,0,0
新和嘉苑 ,41940.0,61.039580352885075,0,0
花圃铁路新村 ,60914.0,49.24976195948386,0,0
景苑公寓 ,42808.0,71.24836479162774,0,0
天阳观筑 ,34859.0,88.92968817235148,0,0
金色黎明一期 ,51956.0,89.49880668257757,0,0
机神新村 ,41769.0,49.079460844166725,0,0
天成嘉苑 ,42982.0,116.32776511097669,0,0
万科魅力之城 ,33708.0,88.99964400142399,0,0
丽江公寓 ,40255.0,89.4298844863992,0,0
丁桥颐景园 ,33077.0,72.55797079541675,0,0
冠宇隽园 ,31494.0,128.59592303295867,0,0
采荷小区翠柳邨 ,55410.0,68.57967875834687,0,0
罗兰春天 ,37617.0,82.40954887417922,0,0
广宇上东名筑 ,34521.0,82.55844268706005,0,0
红街公寓 ,46116.0,84.56934686442884,0,0
